Path,Artifact Type,Current Purpose,Referenced By,Classification,Information To Preserve,Canonical Destination,Recommended Action,Delete Preconditions,Risk,Git State,SHA256,Bytes,Reference Scan
docs/images/zh-CN/srm-risks.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/srm.en.md:515,docs/srm.jp.md:517,docs/srm.kr.md:517,docs/srm.md:518; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:24; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:180,omni-frontend/e2e-docs/screenshot-manifest.yaml:2899",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,edddd4f010b9d798546b985af9ff20337118b4576c632fa7093531cfd045f3f1,186804,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/srm-suppliers.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/srm.en.md:513,docs/srm.jp.md:515,docs/srm.kr.md:515,docs/srm.md:516; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:22; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:178,omni-frontend/e2e-docs/screenshot-manifest.yaml:2771",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,b7ee3716f5051ec242852b1cfb599ea7edc3d735419c91107c3cb0f5cbdc25d3,194804,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/supplier-portal-login.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/authentication.en.md:86,docs/guides/authentication.jp.md:71,docs/guides/authentication.kr.md:71,docs/guides/authentication.md:88; SCRIPT=scripts/.work/qoder-doc-parity-findings-full.txt:52,scripts/.work/qoder-doc-parity-findings-full.txt:56,scripts/.work/qoder-doc-parity-findings-full.txt:60,scripts/.work/qoder-doc-parity.json:209,scripts/.work/qoder-doc-parity.json:216,scripts/.work/qoder-doc-parity.json:263,scripts/.work/qoder-doc-parity.json:270,scripts/.work/qoder-doc-parity.json:317,scripts/.work/qoder-doc-parity.json:324,scripts/.work/qoder-doc-parity.txt:134,scripts/.work/qoder-doc-parity.txt:135,scripts/.work/qoder-doc-parity.txt:141,scripts/.work/qoder-doc-parity.txt:142,scripts/.work/qoder-doc-parity.txt:148,scripts/.work/qoder-doc-parity.txt:149; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:22,omni-frontend/e2e-docs/screenshot-manifest.yaml:219",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,fca65c0a7954e9f337983a00c295e350a4c1d3156d5249decfa41743f23fa710,53230,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=15; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/supplier-portal-scope.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/permissions.en.md:92,docs/guides/permissions.jp.md:106,docs/guides/permissions.kr.md:106,docs/guides/permissions.md:106; SCRIPT=scripts/.work/qoder-doc-parity-findings-full.txt:72,scripts/.work/qoder-doc-parity-findings-full.txt:75,scripts/.work/qoder-doc-parity-findings-full.txt:78,scripts/.work/qoder-doc-parity.json:149,scripts/.work/qoder-doc-parity.json:158,scripts/.work/qoder-doc-parity.json:27,scripts/.work/qoder-doc-parity.json:36,scripts/.work/qoder-doc-parity.json:88,scripts/.work/qoder-doc-parity.json:97,scripts/.work/qoder-doc-parity.txt:113,scripts/.work/qoder-doc-parity.txt:114,scripts/.work/qoder-doc-parity.txt:120,scripts/.work/qoder-doc-parity.txt:121,scripts/.work/qoder-doc-parity.txt:127,scripts/.work/qoder-doc-parity.txt:128; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:218,omni-frontend/e2e-docs/screenshot-manifest.yaml:1043",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,47cc4feb8185722bd7051cb248cd06c37e93a74534f8e2c3627272f3ab68cbb0,50174,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=15; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-audit-log.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:78,docs/guides/system-security-audit.jp.md:64,docs/guides/system-security-audit.kr.md:64,docs/guides/system-security-audit.md:90; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:15; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:48,omni-frontend/e2e-docs/screenshot-manifest.yaml:2323",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,00d691e1ee417ce72807fe25ae517bf0bc5284254564b9ffd6d876271d407da2,174983,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-auth-records.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:79,docs/guides/system-security-audit.jp.md:65,docs/guides/system-security-audit.kr.md:65,docs/guides/system-security-audit.md:91; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:16; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:49,omni-frontend/e2e-docs/screenshot-manifest.yaml:2387",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,e4957e129e4f9e972b779d5292408a3e99d6f942d154b952f36e8cab06d743f6,148861,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-dashboard.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/quick-start.en.md:73,docs/guides/quick-start.jp.md:68,docs/guides/quick-start.kr.md:64,docs/guides/quick-start.md:73; SCRIPT=scripts/.work/qoder-doc-parity-findings-full.txt:141,scripts/.work/qoder-doc-parity-findings-full.txt:144,scripts/.work/qoder-doc-parity-findings-full.txt:147,scripts/.work/qoder-doc-parity.json:1021,scripts/.work/qoder-doc-parity.json:1024,scripts/.work/qoder-doc-parity.json:1058,scripts/.work/qoder-doc-parity.json:1061,scripts/.work/qoder-doc-parity.json:1095,scripts/.work/qoder-doc-parity.json:1098,scripts/.work/qoder-doc-parity.txt:260,scripts/.work/qoder-doc-parity.txt:261,scripts/.work/qoder-doc-parity.txt:267,scripts/.work/qoder-doc-parity.txt:268,scripts/.work/qoder-doc-parity.txt:274,scripts/.work/qoder-doc-parity.txt:275; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:40,omni-frontend/e2e-docs/screenshot-manifest.yaml:284",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,f85480853d8370f6e6208d9d2ff23f278fba4d413db2db0f3badf6a2a6238ed5,166033,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=15; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-dictionaries.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:76,docs/guides/system-security-audit.jp.md:62,docs/guides/system-security-audit.kr.md:62,docs/guides/system-security-audit.md:88; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:13; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:46,omni-frontend/e2e-docs/screenshot-manifest.yaml:2195",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,1bcdd2053d3466544fdd5f3b8088fc9d4c11366d12f9a340d37fbe2930789514,182165,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-dictionary-create-form.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:95,docs/guides/system-security-audit.jp.md:81,docs/guides/system-security-audit.kr.md:81,docs/guides/system-security-audit.md:107; SCRIPT=scripts/.work/qoder-stage-pathspec-b3.txt:7; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:51,omni-frontend/e2e-docs/screenshot-manifest.yaml:3219",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,dec99b143a1c67a2945278985497b529f641d62b1ee912262924aaf474b8d506,133933,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-dictionary-create-success.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:97,docs/guides/system-security-audit.jp.md:83,docs/guides/system-security-audit.kr.md:83,docs/guides/system-security-audit.md:109; SCRIPT=scripts/.work/qoder-stage-pathspec-b3.txt:9; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:53,omni-frontend/e2e-docs/screenshot-manifest.yaml:3347",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,233b6f69e3687cb71b932e09b40832fd683b7e21928ad79b214380726f435487,160928,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-dictionary-create-validation.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:96,docs/guides/system-security-audit.jp.md:82,docs/guides/system-security-audit.kr.md:82,docs/guides/system-security-audit.md:108; SCRIPT=scripts/.work/qoder-stage-pathspec-b3.txt:8; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:52,omni-frontend/e2e-docs/screenshot-manifest.yaml:3283",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,01dd36764d7163b25b3c37693371c9ea575d1d78aa39002a6ce6cc9834e66bda,141787,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-online-users.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:77,docs/guides/system-security-audit.jp.md:63,docs/guides/system-security-audit.kr.md:63,docs/guides/system-security-audit.md:89; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:14; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:47,omni-frontend/e2e-docs/screenshot-manifest.yaml:2259",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,4ee421fcb9443ef252200f5c64bca07ea392bac1df8ab6756a335783235b869f,153217,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-operation-log.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:81,docs/guides/system-security-audit.jp.md:67,docs/guides/system-security-audit.kr.md:67,docs/guides/system-security-audit.md:93; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:18; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:95,omni-frontend/e2e-docs/screenshot-manifest.yaml:2515",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,001f715ae8a1444577c69c6f15ec1a21b5f7a7e76d4d89413d1a0f7a8c12d11e,191530,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-organizations.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:73,docs/guides/system-security-audit.jp.md:59,docs/guides/system-security-audit.kr.md:59,docs/guides/system-security-audit.md:85; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:10; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:43,omni-frontend/e2e-docs/screenshot-manifest.yaml:2003",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,945b30678bf184a72c4569b8082387b5d95847d0aaf6462a575ff2c0a6f1a35f,130651,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-permissions.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:75,docs/guides/system-security-audit.jp.md:61,docs/guides/system-security-audit.kr.md:61,docs/guides/system-security-audit.md:87; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:12; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:45,omni-frontend/e2e-docs/screenshot-manifest.yaml:2131",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,8c0e9dab07884bde2ac19081350269158d69b047cd9b9608b845e1e7d1a4c7fe,138890,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-roles.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:74,docs/guides/system-security-audit.jp.md:60,docs/guides/system-security-audit.kr.md:60,docs/guides/system-security-audit.md:86; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:11; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:44,omni-frontend/e2e-docs/screenshot-manifest.yaml:2067",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,8ec94b950bc60889c81ba2d6cf51aaa55c9a0199fa4480d82b9a057dca09305b,224645,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
docs/images/zh-CN/system-tenants.png,official-screenshot-candidate,正式manifest映射图片；本轮仅验证路径/用例关系，未独立视觉复核,"截图manifest/coverage及docs引用，含花括号语言目录表达式; DOCS=docs/guides/system-security-audit.en.md:72,docs/guides/system-security-audit.jp.md:58,docs/guides/system-security-audit.kr.md:58,docs/guides/system-security-audit.md:84; SCRIPT=scripts/.work/qoder-stage-pathspec-b1.txt:9; TEST=omni-frontend/e2e-docs/screenshot-coverage.yaml:42,omni-frontend/e2e-docs/screenshot-manifest.yaml:1939",KEEP_FINAL_EVIDENCE,已审核正式截图及视觉基线,docs/images/ + screenshot-manifest/coverage,KEEP,WP-014先核实版本/隐私/视觉；保留，只有替代正式图获批后可退役,HIGH,tracked-clean,da98b3aa958a2f8f9cfc92a019675f3af08dc6a39d3c6ab5403ce6e4364d56d8,183005,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=2; DOCS=4; SCRIPT=1; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
